@relation openSMILE_features

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute class numeric

@data

'unknown',2.231739e+01,1.224360e-01,1.978867e+01,2.201730e+01,2.484138e+01,5.052704e+00,9.839619e+01,1.300784e+02,2.492703e+01,1.354539e+01,4.261919e-01,6.047732e-01,1.893086e-01,4.058991e-01,6.405234e-01,4.512149e-01,8.003601e+00,4.490836e+00,6.484351e+00,2.955899e+00,1.876266e-01,6.875439e-01,1.740425e+01,6.880703e-01,1.840570e+01,8.240989e-01,2.862412e+00,4.855296e+00,-5.083352e+00,-2.606381e+00,3.266893e-02,9.539627e-01,1.358484e+00,7.819421e-01,4.716740e+00,3.138076e-01,7.210395e+00,9.220693e-01,3.026507e+01,2.631804e-01,4.957866e+02,3.486184e-01,1.365264e+03,1.450153e-01,-1.247655e+02,-7.349607e-01,1.513604e+03,1.434867e-01,1.031706e+03,2.854515e-01,-1.312877e+02,-6.352962e-01,2.476267e+03,7.090192e-02,8.440962e+02,3.041738e-01,-1.309181e+02,-6.411937e-01,-1.975764e+01,-3.445978e-01,2.648958e+01,2.772076e-01,2.341505e-02,1.118761e+00,-1.002078e-02,-1.716300e+00,2.306258e-01,5.302038e-01,2.377446e+01,3.346054e-01,2.568608e+01,4.903050e-01,4.518076e-01,3.435231e+01,-6.944312e+00,-1.876276e+00,-1.101614e+01,1.808901e+01,1.649840e-02,3.523824e-03,1.614086e-01,5.405406e+00,3.222558e+00,1.081250e-01,8.697835e-02,1.821875e-01,1.933703e-01,-2.232048e+01,?
'unknown',2.231739e+01,1.224360e-01,1.978867e+01,2.201730e+01,2.484138e+01,5.052704e+00,9.839619e+01,1.300784e+02,2.492703e+01,1.354539e+01,4.261919e-01,6.047732e-01,1.893086e-01,4.058991e-01,6.405234e-01,4.512149e-01,8.003601e+00,4.490836e+00,6.484351e+00,2.955899e+00,1.876266e-01,6.875439e-01,1.740425e+01,6.880703e-01,1.840570e+01,8.240989e-01,2.862412e+00,4.855296e+00,-5.083352e+00,-2.606381e+00,3.266893e-02,9.539627e-01,1.358484e+00,7.819421e-01,4.716740e+00,3.138076e-01,7.210395e+00,9.220693e-01,3.026507e+01,2.631804e-01,4.957866e+02,3.486184e-01,1.365264e+03,1.450153e-01,-1.247655e+02,-7.349607e-01,1.513604e+03,1.434867e-01,1.031706e+03,2.854515e-01,-1.312877e+02,-6.352962e-01,2.476267e+03,7.090192e-02,8.440962e+02,3.041738e-01,-1.309181e+02,-6.411937e-01,-1.975764e+01,-3.445978e-01,2.648958e+01,2.772076e-01,2.341505e-02,1.118761e+00,-1.002078e-02,-1.716300e+00,2.306258e-01,5.302038e-01,2.377446e+01,3.346054e-01,2.568608e+01,4.903050e-01,4.518076e-01,3.435231e+01,-6.944312e+00,-1.876276e+00,-1.101614e+01,1.808901e+01,1.649840e-02,3.523824e-03,1.614086e-01,5.405406e+00,3.222558e+00,1.081250e-01,8.697835e-02,1.821875e-01,1.933703e-01,-2.232048e+01,?
'unknown',2.231739e+01,1.224360e-01,1.978867e+01,2.201730e+01,2.484138e+01,5.052704e+00,9.839619e+01,1.300784e+02,2.492703e+01,1.354539e+01,4.261919e-01,6.047732e-01,1.893086e-01,4.058991e-01,6.405234e-01,4.512149e-01,8.003601e+00,4.490836e+00,6.484351e+00,2.955899e+00,1.876266e-01,6.875439e-01,1.740425e+01,6.880703e-01,1.840570e+01,8.240989e-01,2.862412e+00,4.855296e+00,-5.083352e+00,-2.606381e+00,3.266893e-02,9.539627e-01,1.358484e+00,7.819421e-01,4.716740e+00,3.138076e-01,7.210395e+00,9.220693e-01,3.026507e+01,2.631804e-01,4.957866e+02,3.486184e-01,1.365264e+03,1.450153e-01,-1.247655e+02,-7.349607e-01,1.513604e+03,1.434867e-01,1.031706e+03,2.854515e-01,-1.312877e+02,-6.352962e-01,2.476267e+03,7.090192e-02,8.440962e+02,3.041738e-01,-1.309181e+02,-6.411937e-01,-1.975764e+01,-3.445978e-01,2.648958e+01,2.772076e-01,2.341505e-02,1.118761e+00,-1.002078e-02,-1.716300e+00,2.306258e-01,5.302038e-01,2.377446e+01,3.346054e-01,2.568608e+01,4.903050e-01,4.518076e-01,3.435231e+01,-6.944312e+00,-1.876276e+00,-1.101614e+01,1.808901e+01,1.649840e-02,3.523824e-03,1.614086e-01,5.405406e+00,3.222558e+00,1.081250e-01,8.697835e-02,1.821875e-01,1.933703e-01,-2.232048e+01,?
'unknown',2.231739e+01,1.224360e-01,1.978867e+01,2.201730e+01,2.484138e+01,5.052704e+00,9.839619e+01,1.300784e+02,2.492703e+01,1.354539e+01,4.261919e-01,6.047732e-01,1.893086e-01,4.058991e-01,6.405234e-01,4.512149e-01,8.003601e+00,4.490836e+00,6.484351e+00,2.955899e+00,1.876266e-01,6.875439e-01,1.740425e+01,6.880703e-01,1.840570e+01,8.240989e-01,2.862412e+00,4.855296e+00,-5.083352e+00,-2.606381e+00,3.266893e-02,9.539627e-01,1.358484e+00,7.819421e-01,4.716740e+00,3.138076e-01,7.210395e+00,9.220693e-01,3.026507e+01,2.631804e-01,4.957866e+02,3.486184e-01,1.365264e+03,1.450153e-01,-1.247655e+02,-7.349607e-01,1.513604e+03,1.434867e-01,1.031706e+03,2.854515e-01,-1.312877e+02,-6.352962e-01,2.476267e+03,7.090192e-02,8.440962e+02,3.041738e-01,-1.309181e+02,-6.411937e-01,-1.975764e+01,-3.445978e-01,2.648958e+01,2.772076e-01,2.341505e-02,1.118761e+00,-1.002078e-02,-1.716300e+00,2.306258e-01,5.302038e-01,2.377446e+01,3.346054e-01,2.568608e+01,4.903050e-01,4.518076e-01,3.435231e+01,-6.944312e+00,-1.876276e+00,-1.101614e+01,1.808901e+01,1.649840e-02,3.523824e-03,1.614086e-01,5.405406e+00,3.222558e+00,1.081250e-01,8.697835e-02,1.821875e-01,1.933703e-01,-2.232048e+01,?
'unknown',2.231739e+01,1.224360e-01,1.978867e+01,2.201730e+01,2.484138e+01,5.052704e+00,9.839619e+01,1.300784e+02,2.492703e+01,1.354539e+01,4.261919e-01,6.047732e-01,1.893086e-01,4.058991e-01,6.405234e-01,4.512149e-01,8.003601e+00,4.490836e+00,6.484351e+00,2.955899e+00,1.876266e-01,6.875439e-01,1.740425e+01,6.880703e-01,1.840570e+01,8.240989e-01,2.862412e+00,4.855296e+00,-5.083352e+00,-2.606381e+00,3.266893e-02,9.539627e-01,1.358484e+00,7.819421e-01,4.716740e+00,3.138076e-01,7.210395e+00,9.220693e-01,3.026507e+01,2.631804e-01,4.957866e+02,3.486184e-01,1.365264e+03,1.450153e-01,-1.247655e+02,-7.349607e-01,1.513604e+03,1.434867e-01,1.031706e+03,2.854515e-01,-1.312877e+02,-6.352962e-01,2.476267e+03,7.090192e-02,8.440962e+02,3.041738e-01,-1.309181e+02,-6.411937e-01,-1.975764e+01,-3.445978e-01,2.648958e+01,2.772076e-01,2.341505e-02,1.118761e+00,-1.002078e-02,-1.716300e+00,2.306258e-01,5.302038e-01,2.377446e+01,3.346054e-01,2.568608e+01,4.903050e-01,4.518076e-01,3.435231e+01,-6.944312e+00,-1.876276e+00,-1.101614e+01,1.808901e+01,1.649840e-02,3.523824e-03,1.614086e-01,5.405406e+00,3.222558e+00,1.081250e-01,8.697835e-02,1.821875e-01,1.933703e-01,-2.232048e+01,?
'unknown',2.231739e+01,1.224360e-01,1.978867e+01,2.201730e+01,2.484138e+01,5.052704e+00,9.839619e+01,1.300784e+02,2.492703e+01,1.354539e+01,4.261919e-01,6.047732e-01,1.893086e-01,4.058991e-01,6.405234e-01,4.512149e-01,8.003601e+00,4.490836e+00,6.484351e+00,2.955899e+00,1.876266e-01,6.875439e-01,1.740425e+01,6.880703e-01,1.840570e+01,8.240989e-01,2.862412e+00,4.855296e+00,-5.083352e+00,-2.606381e+00,3.266893e-02,9.539627e-01,1.358484e+00,7.819421e-01,4.716740e+00,3.138076e-01,7.210395e+00,9.220693e-01,3.026507e+01,2.631804e-01,4.957866e+02,3.486184e-01,1.365264e+03,1.450153e-01,-1.247655e+02,-7.349607e-01,1.513604e+03,1.434867e-01,1.031706e+03,2.854515e-01,-1.312877e+02,-6.352962e-01,2.476267e+03,7.090192e-02,8.440962e+02,3.041738e-01,-1.309181e+02,-6.411937e-01,-1.975764e+01,-3.445978e-01,2.648958e+01,2.772076e-01,2.341505e-02,1.118761e+00,-1.002078e-02,-1.716300e+00,2.306258e-01,5.302038e-01,2.377446e+01,3.346054e-01,2.568608e+01,4.903050e-01,4.518076e-01,3.435231e+01,-6.944312e+00,-1.876276e+00,-1.101614e+01,1.808901e+01,1.649840e-02,3.523824e-03,1.614086e-01,5.405406e+00,3.222558e+00,1.081250e-01,8.697835e-02,1.821875e-01,1.933703e-01,-2.232048e+01,?
'unknown',2.231739e+01,1.224360e-01,1.978867e+01,2.201730e+01,2.484138e+01,5.052704e+00,9.839619e+01,1.300784e+02,2.492703e+01,1.354539e+01,4.261919e-01,6.047732e-01,1.893086e-01,4.058991e-01,6.405234e-01,4.512149e-01,8.003601e+00,4.490836e+00,6.484351e+00,2.955899e+00,1.876266e-01,6.875439e-01,1.740425e+01,6.880703e-01,1.840570e+01,8.240989e-01,2.862412e+00,4.855296e+00,-5.083352e+00,-2.606381e+00,3.266893e-02,9.539627e-01,1.358484e+00,7.819421e-01,4.716740e+00,3.138076e-01,7.210395e+00,9.220693e-01,3.026507e+01,2.631804e-01,4.957866e+02,3.486184e-01,1.365264e+03,1.450153e-01,-1.247655e+02,-7.349607e-01,1.513604e+03,1.434867e-01,1.031706e+03,2.854515e-01,-1.312877e+02,-6.352962e-01,2.476267e+03,7.090192e-02,8.440962e+02,3.041738e-01,-1.309181e+02,-6.411937e-01,-1.975764e+01,-3.445978e-01,2.648958e+01,2.772076e-01,2.341505e-02,1.118761e+00,-1.002078e-02,-1.716300e+00,2.306258e-01,5.302038e-01,2.377446e+01,3.346054e-01,2.568608e+01,4.903050e-01,4.518076e-01,3.435231e+01,-6.944312e+00,-1.876276e+00,-1.101614e+01,1.808901e+01,1.649840e-02,3.523824e-03,1.614086e-01,5.405406e+00,3.222558e+00,1.081250e-01,8.697835e-02,1.821875e-01,1.933703e-01,-2.232048e+01,?
'unknown',2.231739e+01,1.224360e-01,1.978867e+01,2.201730e+01,2.484138e+01,5.052704e+00,9.839619e+01,1.300784e+02,2.492703e+01,1.354539e+01,4.261919e-01,6.047732e-01,1.893086e-01,4.058991e-01,6.405234e-01,4.512149e-01,8.003601e+00,4.490836e+00,6.484351e+00,2.955899e+00,1.876266e-01,6.875439e-01,1.740425e+01,6.880703e-01,1.840570e+01,8.240989e-01,2.862412e+00,4.855296e+00,-5.083352e+00,-2.606381e+00,3.266893e-02,9.539627e-01,1.358484e+00,7.819421e-01,4.716740e+00,3.138076e-01,7.210395e+00,9.220693e-01,3.026507e+01,2.631804e-01,4.957866e+02,3.486184e-01,1.365264e+03,1.450153e-01,-1.247655e+02,-7.349607e-01,1.513604e+03,1.434867e-01,1.031706e+03,2.854515e-01,-1.312877e+02,-6.352962e-01,2.476267e+03,7.090192e-02,8.440962e+02,3.041738e-01,-1.309181e+02,-6.411937e-01,-1.975764e+01,-3.445978e-01,2.648958e+01,2.772076e-01,2.341505e-02,1.118761e+00,-1.002078e-02,-1.716300e+00,2.306258e-01,5.302038e-01,2.377446e+01,3.346054e-01,2.568608e+01,4.903050e-01,4.518076e-01,3.435231e+01,-6.944312e+00,-1.876276e+00,-1.101614e+01,1.808901e+01,1.649840e-02,3.523824e-03,1.614086e-01,5.405406e+00,3.222558e+00,1.081250e-01,8.697835e-02,1.821875e-01,1.933703e-01,-2.232048e+01,?
'unknown',2.231739e+01,1.224360e-01,1.978867e+01,2.201730e+01,2.484138e+01,5.052704e+00,9.839619e+01,1.300784e+02,2.492703e+01,1.354539e+01,4.261919e-01,6.047732e-01,1.893086e-01,4.058991e-01,6.405234e-01,4.512149e-01,8.003601e+00,4.490836e+00,6.484351e+00,2.955899e+00,1.876266e-01,6.875439e-01,1.740425e+01,6.880703e-01,1.840570e+01,8.240989e-01,2.862412e+00,4.855296e+00,-5.083352e+00,-2.606381e+00,3.266893e-02,9.539627e-01,1.358484e+00,7.819421e-01,4.716740e+00,3.138076e-01,7.210395e+00,9.220693e-01,3.026507e+01,2.631804e-01,4.957866e+02,3.486184e-01,1.365264e+03,1.450153e-01,-1.247655e+02,-7.349607e-01,1.513604e+03,1.434867e-01,1.031706e+03,2.854515e-01,-1.312877e+02,-6.352962e-01,2.476267e+03,7.090192e-02,8.440962e+02,3.041738e-01,-1.309181e+02,-6.411937e-01,-1.975764e+01,-3.445978e-01,2.648958e+01,2.772076e-01,2.341505e-02,1.118761e+00,-1.002078e-02,-1.716300e+00,2.306258e-01,5.302038e-01,2.377446e+01,3.346054e-01,2.568608e+01,4.903050e-01,4.518076e-01,3.435231e+01,-6.944312e+00,-1.876276e+00,-1.101614e+01,1.808901e+01,1.649840e-02,3.523824e-03,1.614086e-01,5.405406e+00,3.222558e+00,1.081250e-01,8.697835e-02,1.821875e-01,1.933703e-01,-2.232048e+01,?
